11.7,8.9,2
11,8.6,2
11.75,9.4,2
12.45,8.85,2
12.35,7.7,2
11.5,7.8,2
12.25,8.45,2
12.25,7.45,2
12.3,6.8,2
11.75,6.4,2
13.15,6.5,2
10.85,6.55,2
10.55,7.35,2
10.25,8.6,2
10.05,8.2,2
11.35,9.5,2
12.25,9.05,2
12.75,8.1,2
13.4,7.7,2
13.55,7.55,2
13.85,8.3,2
14.8,8.55,2
13.6,9.2,2
13.4,8.75,2
15.05,8.8,2
16.25,8.5,2
16.4,8.15,2
16.35,7.55,2
15.65,8.15,2
14.5,7.7,2
15.75,7.4,2
16,6.8,2
14.65,6.45,2
15.1,6.8,2
15.35,6.65,2
14.35,6,2
14.95,5.35,2
13.95,5.4,2
14.85,5.4,2
15,3.95,2
15.3,4.15,2
16.2,3.1,2
16.05,2.2,2
15,1.15,2
14.55,1.05,2
14.85,1.7,2
15.95,1.5,2
16.3,1.3,2
16.65,2.45,2
17.8,3,2
16.4,1.75,2
16,1.35,2
17.4,1.65,2
16.1,4.55,2
15.95,5.85,2
17.05,4.8,2
17,3.55,2
17.45,5.05,2
17.45,5.75,2
10.45,1.65,2
11.45,2.15,2
11.75,1.85,2
12.95,1.1,2
13.4,1.1,2
9.85,1.95,2
10.8,1.6,2
9.15,1.65,2
8.1,1.4,2
8.05,2.1,2
9.15,1.95,2
9.1,1.9,2
7.95,2.65,2
11.6,1.7,2
11.8,1.9,2
10.75,2.4,2
12.35,1.5,2
11.85,0.6,2
11.7,2.45,2
11.95,2.9,2
13.65,1.1,2
7.35,0.45,2
5.8,1.2,2
5.4,1.85,2
4.45,2.05,2
7.45,2.05,2
3.5,2.95,2
2.55,3.3,2
1.6,3.3,2
2.2,1.9,2
3.4,1.15,2
4,1.2,2
1.25,2.1,2
1.4,3.4,2
1.45,3.8,2
2.25,13.5,2
3.6,12.85,2
3.25,12.55,2
3.4,13.45,2
3.75,13.8,2
1.45,13,2
1.4,12.3,2
6.65,14.45,2
6.3,13.4,2
5.25,13.45,2
7.25,13.5,2
8.7,13.75,2
9.45,13.85,2
11.5,13.25,2
12.35,11.8,2
13.25,10.65,2
13.25,10.65,2
11.35,11.75,2
11.95,11.35,2
12.7,10.25,2
14.8,9.95,2
15.45,11.4,2
13.35,13.3,2
13.35,13.3,2
10.5,14.75,2
0.8,5.3,2
1.05,5.3,2
1.45,3.1,2
1.95,0.95,2
3.8,1,2
9.55,0.85,2
5.1,0.55,2
8.3,0.45,2
5.25,1.15,2
6.65,1.6,2
6.7,0.65,2
4.4,3.45,2
2.6,1.9,2
2.4,4.05,2
1.2,4.65,2
0.45,6.25,2
5.1,10.15,2
4.5,11.3,2
2.95,10.55,2
6.3,10.5,2
11.55,7.3,2
14.85,7.25,1
13.3,4.7,1
12.7,5.15,1
9.95,12.65,1
10.55,12.75,1
11.4,12.7,1
12.05,12.85,1
6.5,12.7,1
7.25,12.65,1
3.55,7.3,1
3,8.55,1
